region_name,num_households_2021_total,num_households_2016_total,median_total_income_2020_total_cad,median_total_income_2015_total_cad,median_aftertax_income_2020_total_cad,median_aftertax_income_2015_total_cad,num_households_2021_1person,median_total_income_2020_1person_cad,num_households_2021_census_family,median_total_income_2020_census_family_cad,num_households_2021_non_census_family,median_total_income_2020_non_census_family_cad
Sainte-Perpétue,385,385,68500,60400,60800,53200,110,29800,260,88000,125,30600
Sainte-Praxède,155,150,61200,55200,55600,49600,35,32400,115,73000,40,32800
Sainte-Pétronille,460,445,109000,101000,88000,83000,120,50800,340,127000,125,50800
Sainte-Rita,140,145,51200,44400,46000,40400,50,30600,85,64500,55,32400
Sainte-Rose-de-Watford,335,315,66000,63600,59600,56000,95,38400,235,81000,100,38400
Sainte-Rose-du-Nord,215,200,59600,51200,52800,47200,80,35600,130,79500,85,36800
Sainte-Sabine,195,190,45600,45200,43200,41600,90,31400,100,57600,90,31600
Sainte-Sabine,420,410,87000,76500,75500,66000,85,42800,330,101000,95,44400
Sainte-Sophie,7210,6225,84000,72000,72000,62000,1810,43600,5180,99000,2030,46400
Sainte-Sophie-d'Halifax,245,240,70000,63200,63200,57200,50,38800,185,80000,55,39600
Sainte-Sophie-de-Lévrard,360,350,52000,46800,47200,43200,145,30600,195,75000,160,32400
Sainte-Séraphine,180,150,63600,54000,56000,48000,55,31200,110,88000,60,32000
Sainte-Thècle,1185,1170,50800,46400,46800,42800,465,28400,690,72500,495,29200
Sainte-Thérèse,12685,12170,65000,58400,56400,51200,5375,40400,6785,93000,5905,42400
Sainte-Thérèse-de-Gaspé,475,460,65000,58400,58400,52800,150,33600,305,82000,170,36800
Sainte-Thérèse-de-la-Gatineau,290,250,63600,62400,57200,54400,100,33200,185,89000,100,33200
Sainte-Ursule,650,625,50800,46400,46800,42400,225,31600,410,70500,245,32800
Sainte-Victoire-de-Sorel,1115,1065,77000,73000,66000,62800,335,40400,755,100000,355,41600
Sainte-Élisabeth,605,600,71000,63200,63200,54800,170,39200,415,89000,190,41200
Sainte-Élizabeth-de-Warwick,145,135,75000,66500,67500,60400,30,30600,110,85000,35,32400
Sainte-Émélie-de-l'Énergie,845,750,57200,50000,52000,45200,295,34400,520,70500,325,37600
Saints-Anges,485,445,84000,71000,73000,60000,110,37200,370,97000,120,38000
Saints-Martyrs-Canadiens,150,,64500,,55200,,60,40800,90,76000,60,40800
Sakimay 74,80,,64500,,62400,,20,,60,67500,20,51200
Salaberry-de-Valleyfield,20075,18625,62000,55200,54800,49200,7740,34400,11605,89000,8470,36800
Salisbury,1355,1340,71500,65000,63200,58800,295,33600,1010,84000,345,36400
Salisbury,975,930,72000,63200,64500,56800,255,34000,680,89000,295,36800
Salluit,425,325,86000,99000,76000,87000,85,44000,330,100000,95,44000
Salluit,,0,,0,,0,,,,,,
Sally's Cove,,0,,0,,0,,,,,,
Salmo,570,545,54400,51200,50000,47200,225,29800,315,79500,250,31600
Salmon Arm,8105,7460,75000,69000,68000,61200,2380,36400,5445,96000,2660,39200
Salmon Cove,340,275,61200,66000,54800,57600,80,31200,255,70500,85,33600
Salmon River 1,,0,,0,,0,,,,,,
Salmon River Meadow 7,,0,,0,,0,,,,,,
Salt Plains 195,,0,,0,,0,,,,,,
Saltcoats,205,205,72500,71000,65000,63200,75,39200,130,92000,75,40400
Saltcoats No. 213,275,255,78500,87000,71500,75500,50,39200,225,92000,55,42000
Saltspring Island,5120,4840,77500,64000,69500,57200,1590,39200,3300,102000,1820,42400
Salvage,,,,,,,,,,,,
Sambaa K’e,,,,,,,,,,,,
Samiajij Miawpukek,350,330,77500,71500,75500,70500,60,36000,280,88000,70,41600
Samson 137,780,785,68000,40400,68000,40400,115,23200,630,76000,145,32800
Samson 137A,,0,,0,,0,,,,,,
Sand Point First Nation,,0,,0,,0,,,,,,
Sandringham,,,,,,,,,,,,
Sandy Bay,160,145,82000,44000,76500,44000,40,68500,120,85000,45,61200
Sandy Bay 5,525,565,61600,26200,61200,25600,40,20800,465,67500,65,22000
Sandy Beach,140,125,71500,85000,65500,74500,45,55600,85,85000,55,57200
Sandy Cove,,,,,,,,,,,,
Sandy Harry 4,,0,,0,,0,,,,,,
Sandy Lake 88,490,475,47200,42800,47200,42800,55,24800,410,52800,85,29600
Sanikiluaq,230,215,84000,62400,81000,59600,30,22200,190,90000,35,34800
Sarnia,32190,31935,77500,71500,69000,63200,10790,41200,20105,102000,12085,44000
Sarnia 45,260,255,50400,37200,48000,37200,90,22800,160,67500,105,25200
Sarnia No. 221,135,130,90000,73000,83000,69000,30,59200,100,100000,35,58400
Saskatchewan Beach,145,120,89000,87000,76000,74000,45,63200,95,116000,45,66500
Saskatchewan Landing No. 167,145,140,85000,93000,76000,77000,30,40000,100,97000,35,54800
Saskatoon,107050,98565,85000,85000,74500,74000,31670,44400,68585,110000,38470,49600
Sasman No. 336,360,325,72500,69500,67000,62000,105,38800,255,92000,105,40000
Saug-A-Gaw-Sing 1,,,,,,,,,,,,
Saugeen 29,320,390,54800,39600,53600,39600,90,23000,210,71500,110,23000
Saugeen Shores,6905,6025,103000,95000,88000,82000,2005,51200,4750,129000,2155,53600
Sault Ste. Marie,32530,32635,73000,66000,65500,59200,11075,37600,20215,100000,12320,40000
Sault-au-Cochon,,0,,0,,0,,,,,,
Saulteaux 159,130,135,40000,28800,40000,28800,55,24600,65,57200,65,24800
Saulteaux 159A,,0,,0,,0,,,,,,
Sawridge 150G,,0,,0,,0,,,,,,
Sawridge 150H,,0,,0,,0,,,,,,
Sayabec,815,820,55600,51600,49600,46800,290,26800,495,81000,315,28800
Sayward,165,155,55200,48800,52800,45600,55,26600,105,78000,60,34000
Sceptre,,,,,,,,,,,,
Schefferville,,,,,,,,,,,,
Schelowat 1,,0,,0,,0,,,,,,
Schkam 2,,,,,,,,,,,,
Schreiber,515,500,75500,76500,66500,64000,195,40400,310,97000,205,45200
Scotch Creek 4,,0,,0,,0,,,,,,
Scotchfort 4,,,,,,,,,,,,
Scotstown,230,225,50400,41600,47200,38000,95,24400,130,75500,100,25800
Scott,1035,950,88000,77000,75500,67000,270,42400,750,108000,285,43600
Scott,,,,,,,,,,,,
Scott No. 98,,,,,,,,,,,,
Scowlitz 1,,0,,0,,0,,,,,,
Scugog,8240,8220,108000,98000,92000,84000,1610,46800,6410,125000,1835,50400
Seabird Island,235,230,55600,39200,54400,38800,50,23400,180,68500,60,25600
Seah 5,,0,,0,,0,,,,,,
Seaichem 16,,,,,,,,,,,,
Seal Cove (Fortune Bay),,,,,,,,,,,,
Seal Cove (White Bay),130,140,56800,56400,50800,53200,30,23800,100,71500,30,23800
Seaspunkut 4,,0,,0,,0,,,,,,
Seba Beach,,,,,,,,,,,,
Sechelt,5125,4855,73500,63600,66000,57200,1780,39600,3155,96000,1975,42000
Sechelt (Part),,0,,0,,0,,,,,,
Sechelt (Part),320,280,50000,40000,48000,37200,125,27000,185,78000,140,28800
Sedgewick,360,365,75500,89000,67500,75500,130,48400,220,97000,135,50400
Sedley,125,135,91000,91000,82000,81000,25,55200,95,107000,30,55600
Seekaskootch 119,565,575,44800,44000,44000,44000,85,21200,455,50400,110,22000
Seguin,2135,1820,84000,77000,74000,68000,565,46000,1515,106000,615,47600
Seine River 23A,85,90,40800,34000,40800,32800,15,,65,49200,20,27000
Selkirk,4415,4165,68000,65500,60000,57600,1485,36400,2750,90000,1670,39200
Selwyn,7480,6860,95000,86000,83000,75000,1650,45200,5640,114000,1840,48400
Semans,,,,,,,,,,,,
Semiahmoo,,,,,,,,,,,,
Senlac,,,,,,,,,,,,
Senlac No. 411,,,,,,,,,,,,
Senneterre,1390,1350,58800,52400,51200,46000,605,29600,740,87000,645,31200
Senneterre,560,535,74500,72500,65500,60800,150,44400,395,89000,160,50000
Senneville,350,345,147000,126000,112000,99000,60,64500,285,168000,70,68500
Sept-Îles,11270,11290,80000,75000,68500,63600,4085,42000,6880,114000,4395,44000
Serpent River 7,145,140,48000,43200,48000,42800,55,23400,85,82000,60,23400
Seton Lake 5,,0,,0,,0,,,,,,
Severn,5800,5435,94000,83000,83000,72500,1275,42800,4350,113000,1455,46400
Sexsmith,855,870,109000,115000,94000,98000,160,60000,650,126000,200,71000
Seymour Creek 2,,,,,,,,,,,,
Shackan 11,,,,,,,,,,,,
Shamattawa 1,,180,,51600,,51600,,,,,,
Shamrock,,0,,0,,0,,,,,,
Shamrock No. 134,,,,,,,,,,,,
Shannon,2330,2110,114000,102000,95000,85000,425,65500,1840,126000,490,68000
Shaunavon,795,755,71000,69500,63200,60800,295,35600,485,97000,315,38000
Shawanaga 17,,,,,,,,,,,,
Shawinigan,25060,24410,53600,48400,48400,43600,11055,30800,13245,81000,11815,32400
Shawniken 4B,,0,,0,,0,,,,,,
Shawville,750,690,55200,51600,50800,48000,310,30000,425,82000,330,30800
Shediac,2300,2105,77000,72000,67000,62400,620,38800,1610,94000,695,43200
Shediac,3295,2895,67000,62000,59600,54800,1095,32800,2050,93000,1240,35600
Sheenboro,,0,,0,,0,,,,,,
Sheet Harbour 36,,0,,0,,0,,,,,,
Sheffield,390,360,67500,62000,60000,55200,115,32000,270,82000,120,34800
Shefford,2910,2720,96000,86000,82000,72500,545,44400,2310,109000,600,47200
Sheguiandah 24,,,,,,,,,,,,
Sheho,,,,,,,,,,,,
Shelburne,2060,1970,62000,61600,55200,54000,640,33600,1365,81000,695,35600
Shelburne,790,820,53200,49600,47200,45200,290,32000,480,72500,315,34800
Shelburne,3025,2790,99000,86000,87000,74500,605,36800,2320,114000,705,41600
Shell Lake,,,,,,,,,,,,
Shellbrook,675,650,74500,76000,66000,66500,240,37200,425,102000,250,39600
Shellbrook No. 493,615,600,90000,87000,78500,75000,125,33200,475,104000,135,34000
Sherbrooke,,,,,,,,,,,,
Sherbrooke,80475,73510,62400,56000,55200,49600,32260,34400,44520,92000,35960,36800
Sherwood No. 159,275,310,109000,99000,90000,84000,60,49600,200,126000,70,53600
Sheshatshiu 3,340,325,88000,98000,82000,92000,25,65000,300,92000,40,54800
Shesheep 74A,,,,,,,,,,,,
Sheshegwaning 20,,,,,,,,,,,,
Shields,150,115,119000,121000,101000,99000,35,62400,110,137000,40,62800
Shigawake,145,130,55600,46000,52400,45200,45,23200,90,77000,55,29200
Shingle Point 4,,0,,0,,0,,,,,,
Shippagan,2250,2160,60400,58400,54400,52800,710,35200,1435,80000,815,37200
Shippagan,1195,1110,59600,56400,54000,49600,460,30400,665,88000,530,34400
Shoal Lake (Part) 40,,,,,,,,,,,,
Shoal Lake (Part) 40,,0,,0,,0,,,,,,
Shoal Lake 28A,110,115,36000,38400,36000,38400,0,0,110,36400,5,
Shoal Lake 34B2,,,,,,,,,,,,
Shoal Lake 39A,160,145,46000,27600,45600,27600,45,16200,105,63200,50,19800
Shoal River 65B,,0,,0,,0,,,,,,
Shoal River Indian Reserve 65A,215,220,52800,30600,52000,30600,55,22600,160,62000,60,22800
Shuniah,1425,1195,109000,105000,94000,88000,335,61600,1075,128000,355,64500
Shuswap,160,145,68000,56800,62800,50000,55,46800,85,80000,75,49600
Sicamous,1240,1170,65000,58400,60400,53200,415,31600,775,82000,470,35600
Sidney,5980,5600,77000,69000,68500,60800,2310,45200,3510,106000,2470,46800
Sifton,500,515,76000,77000,66000,64500,115,41200,375,90000,130,44000
Sik-e-dakh 2,,,,,,,,,,,,
Siksika 146,1050,945,56400,43600,56000,43200,215,23000,810,65500,240,23200
Silton,,,,,,,,,,,,
Silver Beach,,,,,,,,,,,,
Silver Sands,,,,,,,,,,,,
Silverton,,,,,,,,,,,,
Silverwood No. 123,135,155,98000,88000,87000,78000,25,32800,105,111000,25,41600
Simonds,1585,1515,81000,76500,70000,65500,355,41200,1190,93000,395,44800
Simonds,215,195,75000,66000,65500,56800,50,34400,165,87000,55,36000
Simpson,,,,,,,,,,,,
Sintaluta,,,,,,,,,,,,
Sioux Lookout,2340,2020,102000,92000,89000,81000,660,54000,1575,127000,770,60400
Sioux Narrows-Nestor Falls,330,240,77500,76000,69500,67500,105,46400,220,87000,105,46400
Sioux Valley Dakota Nation,325,330,46800,24800,45600,24600,70,21000,225,53200,100,22600
Siska Flat,,,,,,,,,,,,
Six Nations (Part) 40,,0,,0,,0,,,,,,
Six Nations (Part) 40,,0,,0,,0,,,,,,
Skawahlook 1,,0,,0,,0,,,,,,
Skeetchestn,,115,,35200,,33600,,,,,,
Skidegate 1,295,340,60800,52800,59600,49600,95,29000,195,77000,105,31000
Skins Lake 16A,,0,,0,,0,,,,,,
Skins Lake 16B,,0,,0,,0,,,,,,
Skookumchuck 4,,,,,,,,,,,,
Skowkale,455,380,67000,57200,62400,52400,125,35200,310,80000,140,38000
Skuppah 2A,,0,,0,,0,,,,,,
Skuppah 4,,0,,0,,0,,,,,,
Skwah 4,,,,,,,,,,,,
Skwali 3,,0,,0,,0,,,,,,
Skway 5,,,,,,,,,,,,
Skwayaynope 26,,0,,0,,0,,,,,,
Skweahm 10,,,,,,,,,,,,
Slate Falls,60,,88000,,88000,,0,0,55,88000,0,
Slave Lake,2405,2330,111000,114000,95000,96000,525,62000,1750,128000,655,70000
Sliammon 1,340,305,64500,48800,62800,46000,95,31400,230,86000,110,34400
Sliding Hills No. 273,195,190,62000,62800,58400,59600,70,41200,125,84000,70,41200
Slocan,180,0,48000,0,44800,0,70,34800,100,62400,85,36400
Slosh 1,,0,,0,,0,,,,,,
Small Point-Adam's Cove-Blackhead-Broad Cove,200,170,54000,58000,49200,53200,60,28600,140,67000,60,28800
Smeaton,,,,,,,,,,,,
Smiley,,,,,,,,,,,,
Smithers,2310,2290,85000,81000,75000,70000,780,46800,1410,109000,905,51200
Smiths Falls,4310,4065,61200,50800,56400,47600,1660,36000,2455,82000,1855,38400
Smoky Lake,440,425,61600,65500,57600,57600,185,30200,235,93000,205,34400
Smoky Lake County,1500,1555,70500,71000,65000,64000,390,31000,1055,87000,440,35600
Smoky River No. 130,640,705,89000,96000,79500,82000,130,43200,490,107000,150,45200
Smooth Rock Falls,580,625,64500,62400,58800,55200,200,41200,365,85000,215,42800
Snipe Lake No. 259,180,175,100000,113000,86000,93000,45,56400,130,116000,45,58800
Snow Lake,470,405,111000,103000,89000,84000,165,61200,305,140000,175,64000
Soda Creek 1,,,,,,,,,,,,
Sooke,6130,5255,90000,77000,79500,67500,1495,42000,4400,108000,1730,46000
Soowahlie 14,,,,,,,,,,,,
Sorel-Tracy,17070,16525,60800,55200,53600,49200,6805,33200,9745,86000,7325,34800
Souris,745,700,80000,70000,68000,61200,210,33200,525,99000,220,36000
Souris,480,465,47200,46000,42000,40800,215,29600,245,72500,230,31400
Souris Valley No. 7,,,,,,,,,,,,
Souris West,160,160,84000,78500,73000,68000,35,40400,120,96000,40,43600
Souris-Glenwood,1030,1020,72500,68000,62800,59600,325,35600,675,98000,355,37200
South Algonquin,525,530,61200,54000,54400,49600,170,35600,335,79000,190,37600
South Baptiste,,,,,,,,,,,,
South Brook,200,220,48800,48000,45600,45200,65,25000,135,63200,70,25800
South Bruce,2280,2200,88000,77000,77500,68500,515,37600,1710,105000,570,40000
South Bruce Peninsula,4150,3740,71500,62400,64500,56800,1270,39200,2765,88000,1380,41200
South Dundas,4655,4555,78000,70500,69500,62800,1200,36800,3310,96000,1335,40000
South Frontenac,7935,7185,104000,97000,90000,84000,1515,48800,6265,118000,1670,51200
South Glengarry,5430,5300,91000,83000,80000,73000,1220,42400,4080,108000,1350,45600
South Huron,4335,4250,77000,69500,69000,61600,1315,41200,2910,99000,1430,44000
South Indian Lake,135,200,72000,56000,71000,54000,15,,115,77500,15,
South Lake,,,,,,,,,,,,
South Qu'Appelle No. 157,475,485,92000,98000,82000,84000,95,40000,375,106000,95,41200
South River,300,285,73000,75000,65000,65500,70,29600,225,87000,70,30400
South River,480,490,61200,44000,55600,42800,145,26000,315,77000,165,30200
South Saanich 1,235,225,59600,45200,56800,44000,70,30400,150,74000,85,34000
South Stormont,5415,5150,92000,82000,81000,72500,1105,44800,4180,108000,1230,47600
South View,,,,,,,,,,,,
South-West Oxford,2615,2690,98000,89000,86000,78000,440,46800,2100,110000,515,50800
Southampton,640,620,69500,60000,61600,52800,145,28600,475,81000,165,31800
Southend 200,205,175,76000,56000,75500,55200,25,24000,175,83000,25,23800
Southend No. 200A,,0,,0,,0,,,,,,
Southern Gulf Islands,3180,2480,64500,58400,58800,52400,1210,38000,1870,87000,1315,40000
Southern Harbour,150,0,66500,0,57600,0,40,25400,110,82000,40,25400
Southesk,720,710,71500,71000,63600,62000,165,32800,535,88000,190,34800
Southey,340,330,75500,77000,68000,68000,90,29800,240,96000,100,35600
Southgate,3020,2710,85000,73500,76500,65500,620,40400,2305,100000,710,44400
Southwest Middlesex,2405,2355,80000,69500,71500,60800,635,39200,1700,98000,705,41600
Southwold,1710,1605,105000,91000,91000,79500,285,52800,1395,119000,325,54000
Sowchea 3,,0,,0,,0,,,,,,
Spalding,,,,,,,,,,,,
Spalding No. 368,170,195,84000,79000,72500,69500,40,46800,125,94000,45,49200
Spallumcheen,2035,2000,84000,75500,76500,66500,395,36400,1565,98000,475,41600
Spaniard's Bay,1110,1090,63600,63200,57200,57600,280,26000,815,77000,295,26800
Spanish,320,335,51600,44000,49600,41600,110,23600,205,75500,120,24400
Sparwood,1815,1655,112000,112000,93000,90000,575,53600,1185,133000,630,58400
Special Area No. 2,645,645,81000,94000,73000,82000,150,41600,480,95000,165,42400
Special Area No. 3,435,445,73000,87000,67000,76500,110,42000,320,89000,120,43200
Special Area No. 4,420,425,89000,99000,80000,83000,85,40800,330,104000,90,43200
Speers,,,,,,,,,,,,
Spences Bridge,,0,,0,,0,,,,,,
Speyum 3,,0,,0,,0,,,,,,
Spintlum Flat 3,,0,,0,,0,,,,,,
Spirit River,380,445,78500,83000,71000,73500,140,49200,225,115000,155,53600
Spirit River No. 133,270,275,104000,97000,89000,86000,70,39200,195,124000,75,40400
Spiritwood,395,390,70500,63200,63200,57200,130,32800,245,95000,150,37600
Spiritwood No. 496,525,460,62400,70000,58800,64500,130,30400,380,86000,145,36400
Split Lake 171,410,355,81000,66500,79500,66500,20,,380,84000,30,35200
Spring Lake,285,265,122000,126000,103000,101000,60,56000,220,134000,65,65500
Springdale,1285,1230,58000,56400,52800,51600,345,25800,915,75000,370,26800
Springfield,655,630,72000,64500,64000,56400,155,33600,490,84000,160,34400
Springfield,5795,5455,114000,108000,93000,89000,940,48000,4760,127000,1035,50400
Springside,200,225,73000,64500,65000,57200,60,48400,140,91000,60,48800
Springwater,7515,6695,122000,108000,103000,92000,1105,44800,6260,137000,1255,48400
Spruce Grove,14275,12560,106000,117000,91000,97000,3070,54400,10610,124000,3665,60800
Spuzzum 1,,0,,0,,0,,,,,,
Spy Hill,,,,,,,,,,,,
Spy Hill No. 152,155,130,94000,96000,82000,86000,35,52000,115,111000,40,47200
Squaam 2,,0,,0,,0,,,,,,
Squamish,9190,7260,111000,96000,96000,83000,2175,53600,6365,134000,2825,63600
Squamish-Lillooet A,165,,58800,,51200,,80,34800,80,85000,85,38000
Squamish-Lillooet B,165,0,61200,0,57200,0,50,42000,100,73000,65,42000
Squamish-Lillooet C,815,655,92000,76500,81000,66500,210,40000,555,114000,260,45600
Squamish-Lillooet D,445,440,128000,104000,105000,88000,95,54800,335,144000,115,67000
Squaw-Hay-One 11,,0,,0,,0,,,,,,
Squawkum Creek 3,,,,,,,,,,,,
Squiaala,,,,,,,,,,,,
Squinas 2,,,,,,,,,,,,
Squirrel Cove 8,,0,,0,,0,,,,,,
St-Pierre-Jolys,510,460,75000,71500,66500,62800,130,31600,360,94000,145,35600
St. Alban's,560,530,53200,58000,50000,51600,165,26800,380,69500,180,27600
St. Albert,25935,23955,117000,130000,100000,108000,5545,56800,19640,138000,6295,60800
St. Andrews,4405,4405,106000,102000,88000,85000,740,49200,3585,121000,820,50800
St. Andrews No. 287,150,160,94000,105000,83000,90000,30,38800,120,112000,30,38800
St. Anthony,925,920,77000,80000,68000,70500,230,34000,680,96000,245,37600
St. Basile 10,180,,56400,,53200,,70,39200,110,71000,75,39600
St. Benedict,,,,,,,,,,,,
St. Bernard's-Jacques Fontaine,205,190,54400,81000,50000,65000,60,24800,140,77000,65,26200
St. Brendan's,,,,,,,,,,,,
St. Bride's,165,,54400,,49600,,65,27800,100,88000,65,32800
St. Brieux,250,235,101000,90000,87000,78500,70,48000,170,122000,80,56000
St. Catharines,58905,56870,72500,64000,65000,57600,19010,38400,37010,95000,21890,42000
St. Clair,6020,5785,98000,93000,85000,80000,1410,51600,4505,117000,1520,53600
St. Clements,4600,4240,95000,94000,80000,78000,1065,47600,3430,115000,1175,50400
St. Felix,125,110,91000,87000,76500,72500,25,36800,100,107000,30,42400
St. François Xavier,490,485,120000,118000,99000,97000,70,47600,410,137000,80,52000
St. George,695,635,68500,66500,60800,58800,235,33200,445,88000,255,34800
St. George's,545,540,55600,52800,51200,47200,170,30200,355,68500,190,33200
St. George's Hill,,,,,,,,,,,,
St. Gregor,,,,,,,,,,,,
St. Jacques-Coomb's Cove,245,245,69500,65000,61200,58800,55,24200,185,80000,60,25200
St. John's,49295,47625,75000,75000,65000,65000,16605,38400,29125,106000,20170,43200
St. Joseph,610,550,83000,77000,72500,68000,145,36400,460,100000,155,38000
St. Joseph's,,,,,,,,,,,,
St. Laurent,670,550,66500,61200,60000,54400,195,39600,450,82000,215,41200
St. Lawrence,485,475,66000,63200,58400,58400,130,28200,345,80000,145,29600
St. Lewis,,,,,,,,,,,,
St. Louis,,,,,,,,,,,,
St. Louis,150,145,79000,77000,70000,70000,40,37600,110,103000,45,40400
St. Louis No. 431,400,425,86000,78000,75500,69000,80,30200,310,101000,95,34800
St. Lunaire-Griquet,255,245,71500,77000,62400,66500,40,29800,210,83000,50,31200
St. Martins,160,140,55600,53600,50400,50800,70,28200,90,81000,70,28200
St. Mary's,160,170,52000,55200,46800,51600,40,29200,110,62400,45,32400
St. Mary's,1045,1040,59200,54000,52800,49200,355,27800,670,78500,375,28600
St. Mary's,,0,,0,,0,,,,,,
St. Marys,3130,3025,86000,79500,75500,70000,885,44000,2170,108000,960,46800
St. Nicholas,,0,,0,,0,,,,,,
